product_id,product_name,category,sub_category,units,revenue,profit,returns,n_orders,monthly_std,monthly_mean,cv,cum_profit_share,abc_class,xyz_class
OFF-BI-10004318,Ibico EB-19 Dual Function Manual Binding System,Office Supplies,Binders,23,3298.913,1086.3772,0,8,3.093772546815388,3.2857142857142856,0.9415829490307703,0.49124872659800395,A,Y
OFF-ST-10001780,Tennsco 16-Compartment Lockers with Coat Rack,Office Supplies,Storage,11,6501.9,1062.5395999999998,0,4,0.9574271077563381,2.75,0.34815531191139565,0.4973358857835165,A,X
OFF-PA-10000994,Xerox 1915,Office Supplies,Paper,22,2473.79,1044.306,0,7,3.847076812334269,4.4,0.8743356391668793,0.5033185869086189,A,Y
TEC-CO-10002313,Canon PC1080F Personal Copier,Technology,Copiers,7,2575.94,1037.9827,0,2,2.1213203435596424,3.5,0.6060915267313264,0.5092650626227552,A,Y
OFF-ST-10000142,Deluxe Rollaway Locking File with Drawer,Office Supplies,Storage,11,2439.152,1031.3824,0,4,1.707825127659933,2.75,0.6210273191490665,0.5151737260268635,A,Y
OFF-ST-10001490,"Hot File 7-Pocket, Floor Stand",Office Supplies,Storage,25,6198.504,1017.279,1,6,4.193248541803041,6.25,0.6709197666884866,0.5210015927803275,A,Y
OFF-ST-10003306,Letter Size Cart,Office Supplies,Storage,24,3828.068,965.7336,0,5,1.8257418583505538,6.0,0.3042903097250923,0.52653416225256,A,X
OFF-AP-10001058,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Office Supplies,Appliances,17,4134.96,956.9502,1,4,3.2015621187164247,4.25,0.7533087338156293,0.5320164127023391,A,Y
FUR-CH-10003746,Hon 4070 Series Pagoda Round Back Stacking Chairs,Furniture,Chairs,16,4685.21,956.5204,0,5,1.6431676725154982,3.2,0.5134898976610932,0.5374962008805774,A,Y
OFF-ST-10003208,Adjustable Depth Letter/Legal Cart,Office Supplies,Storage,22,3801.368,939.9628,0,7,2.073644135332772,4.4,0.4712827580301754,0.5428811325970613,A,X
OFF-BI-10003656,Fellowes PB200 Plastic Comb Binding Machine,Office Supplies,Binders,16,2423.86,911.1464,0,5,3.0550504633038935,5.333333333333333,0.5728219618694801,0.5481009786885449,A,Y
TEC-PH-10002624,Samsung Galaxy S4 Mini,Technology,Phones,10,4288.91,892.981,0,4,1.2909944487358056,2.5,0.5163977794943222,0.5532167574290626,A,Y
TEC-MA-10002428,Fellowes Powershred HS-440 4-Sheet High Security Shredder,Technology,Machines,14,2126.866,883.443,0,2,5.656854249492381,7.0,0.8081220356417687,0.5582778941361809,A,Y
FUR-BO-10002545,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Furniture,Bookcases,13,3411.7400000000002,882.1124,0,3,1.5275252316519465,4.333333333333333,0.3525058226889108,0.5633314079989249,A,X
TEC-MA-10000984,Okidata MB760 Printer,Technology,Machines,7,7834.4,881.37,0,2,0.7071067811865476,3.5,0.20203050891044216,0.5683806687430281,A,X
FUR-FU-10002937,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Furniture,Furnishings,20,1969.5240000000001,873.224,1,6,2.5495097567963922,4.0,0.6373774391990981,0.5733832620511834,A,Y
TEC-PH-10001494,Polycom CX600 IP Phone VoIP phone,Technology,Phones,15,2818.3099999999995,854.8575000000001,0,3,2.6457513110645907,5.0,0.5291502622129182,0.5782806359311115,A,Y
FUR-CH-10002335,Hon GuestStacker Chair,Furniture,Chairs,22,2441.4,843.2124,0,6,4.509249752822894,5.5,0.8198635914223444,0.5831112964599031,A,Y
OFF-AP-10003849,Hoover Shoulder Vac Commercial Portable Vacuum,Office Supplies,Appliances,10,2540.636,822.9859999999999,0,3,3.2145502536643185,3.3333333333333335,0.9643650760992954,0.5878260824212436,A,Y
OFF-ST-10002615,"Dual Level, Single-Width Filing Carts",Office Supplies,Storage,22,3436.284,793.9072,0,5,2.4083189157584592,4.4,0.5473452081269226,0.5923742795001331,A,Y
TEC-PH-10002834,Google Nexus 5,Technology,Phones,20,2082.806,791.956,0,4,4.041451884327381,6.666666666666667,0.6062177826491071,0.5969112983932848,A,Y
FUR-CH-10000847,Global Executive Mid-Back Manager's Chair,Furniture,Chairs,15,4088.5240000000003,785.646,0,5,1.4142135623730951,3.0,0.47140452079103173,0.6014121680695408,A,X
TEC-CO-10000971,Hewlett Packard 310 Color Digital Copier,Technology,Copiers,14,3847.876,779.9739999999999,0,5,1.7320508075688772,3.5,0.4948716593053935,0.605880543552733,A,X
FUR-CH-10001215,Global Troy Executive Leather Low-Back Tilter,Furniture,Chairs,25,10217.894,776.519,1,7,1.329160135825126,4.166666666666667,0.3189984325980302,0.6103291257642337,A,X
OFF-BI-10004995,GBC DocuBind P400 Electric Binding System,Office Supplies,Binders,16,12577.108,762.1543999999994,0,4,0.0,4.0,0.0,0.6146954149422923,A,X
OFF-PA-10000357,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Office Supplies,Paper,37,1855.8980000000001,754.3015,0,9,2.204792759220492,4.111111111111111,0.5363009414320117,0.6190167158183922,A,Y
FUR-CH-10004287,SAFCO Arco Folding Chair,Furniture,Chairs,20,4748.780000000001,745.74,0,6,2.9154759474226504,4.0,0.7288689868556626,0.6232889689099516,A,Y
OFF-PA-10001970,Xerox 1881,Office Supplies,Paper,39,2286.1679999999997,719.2226,1,12,2.3817487845545915,3.5454545454545454,0.6717752982077053,0.627409307065836,A,Y
TEC-AC-10000990,Imation Bio 2GB USB Flash Drive Imation Corp,Technology,Accessories,13,1766.3400000000001,716.2428,1,2,2.1213203435596424,6.5,0.32635697593225266,0.631512574312607,A,X
FUR-CH-10004675,"Lifetime Advantage Folding Chairs, 4/Carton",Furniture,Chairs,16,3297.5840000000003,715.3024,0,4,1.5275252316519465,5.333333333333333,0.28641098093474,0.6356104541229963,A,X
OFF-ST-10001496,Standard Rollaway File with Lock,Office Supplies,Storage,28,4507.674,699.1372000000001,1,7,2.449489742783178,4.0,0.6123724356957945,0.6396157254831542,A,Y
OFF-LA-10003930,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",Office Supplies,Labels,19,1674.608,698.9841,0,3,2.8867513459481287,6.333333333333333,0.45580284409707295,0.6436201197521698,A,X
FUR-BO-10004695,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,Furniture,Bookcases,22,3788.384,698.5827999999999,0,4,3.1091263510296048,5.5,0.5652957001872009,0.6476222150226529,A,Y
FUR-CH-10004495,"Global Leather and Oak Executive Chair, Black",Furniture,Chairs,18,4652.798,698.2736,1,4,2.6457513110645907,4.5,0.5879447357921312,0.6516225389242194,A,Y
TEC-PH-10004977,GE 30524EE4,Technology,Phones,24,2465.394,697.7244,1,6,2.5884358211089573,4.8,0.5392574627310328,0.6556197165262743,A,Y
OFF-PA-10000418,Xerox 189,Office Supplies,Paper,18,1751.6,696.204,0,5,1.6733200530681511,3.6,0.4648111258522642,0.6596081839430091,A,X
OFF-AP-10000891,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,Office Supplies,Appliances,19,2895.832,694.9359999999999,0,4,5.5,4.75,1.1578947368421053,0.6635893871431001,A,Z
TEC-AC-10004145,Logitech diNovo Edge Keyboard,Technology,Accessories,18,4195.834,684.9725999999999,0,3,3.605551275463989,6.0,0.6009252125773316,0.6675135112453118,A,Y
TEC-PH-10001795,ClearOne CHATAttach 160 - speaker phone,Technology,Phones,6,1265.948,619.99,0,2,1.4142135623730951,3.0,0.47140452079103173,0.6710653579938244,A,X
TEC-CO-10004115,Sharp AL-1530CS Digital Copier,Technology,Copiers,7,1918.9520000000002,614.9877,0,2,0.7071067811865476,3.5,0.20203050891044216,0.6745885471785213,A,X
FUR-TA-10000617,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",Furniture,Tables,14,3165.68,609.8340000000001,0,3,2.5166114784235836,4.666666666666667,0.539273888233625,0.6780822114473523,A,Y
FUR-CH-10002331,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,Furniture,Chairs,21,5575.434,608.7258,1,5,2.629955639676583,5.25,0.5009439313669682,0.6815695269741603,A,Y
TEC-PH-10002114,Xiaomi Mi3,Technology,Phones,4,2279.96,592.7896,0,1,,4.0,9.0,0.6849655459636796,A,Z
FUR-CH-10003379,Global Commerce Series High-Back Swivel/Tilt Chairs,Furniture,Chairs,15,3874.2340000000004,584.2090000000001,0,4,1.4999999999999998,3.75,0.39999999999999997,0.6883124077470985,A,X
FUR-TA-10001307,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Furniture,Tables,11,3080.215,580.087,0,3,2.3094010767585034,3.6666666666666665,0.6298366572977737,0.6916356550975468,A,Y
OFF-PA-10000100,Xerox 1945,Office Supplies,Paper,31,1273.304,565.2520999999999,0,6,3.63318042491699,6.2,0.5859968427285467,0.6948739151234745,A,Y
OFF-AP-10000828,Avanti 4.4 Cu. Ft. Refrigerator,Office Supplies,Appliances,11,2051.78,557.4184,0,3,1.1547005383792517,3.6666666666666665,0.31491832864888686,0.6980672968418911,A,X
OFF-BI-10004519,GBC DocuBind P100 Manual Binding Machine,Office Supplies,Binders,11,1607.212,556.033,0,3,1.1547005383792515,3.6666666666666665,0.3149183286488868,0.7012527417734475,A,X
TEC-PH-10002885,Apple iPhone 5,Technology,Phones,15,7734.994000000001,552.3555000000001,1,4,3.0,5.0,0.6,0.7044171187580732,A,Y
OFF-ST-10003716,Tennsco Double-Tier Lockers,Office Supplies,Storage,34,7287.64,544.5484,0,8,1.7511900715418263,5.666666666666667,0.30903354203679284,0.7075367698233288,A,X
TEC-AC-10004975,Plantronics Audio 995 Wireless Stereo Headset,Technology,Accessories,15,1707.25,544.2524999999999,0,3,4.58257569495584,5.0,0.916515138991168,0.7106547257137381,A,Y
FUR-FU-10003664,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",Furniture,Furnishings,30,2621.42,544.1220000000001,0,4,4.58257569495584,10.0,0.458257569495584,0.7137719339856363,A,X
FUR-CH-10000015,Hon Multipurpose Stacking Arm Chairs,Furniture,Chairs,15,3022.76,541.5,0,3,1.7320508075688772,5.0,0.34641016151377546,0.7168741211407833,A,X
OFF-AP-10002684,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Office Supplies,Appliances,29,3079.868,522.794,1,6,4.5789372857319925,4.833333333333333,0.947366334979033,0.7198691439137989,A,Y
TEC-PH-10000984,Panasonic KX-TG9471B,Technology,Phones,15,2708.266,509.574,0,4,1.4999999999999998,3.75,0.39999999999999997,0.7227884309265354,A,X
OFF-ST-10003805,"24 Capacity Maxi Data Binder Racks, Pearl",Office Supplies,Storage,16,3114.92,505.32,0,3,3.055050463303893,5.333333333333333,0.57282196186948,0.7256833472944743,A,Y
TEC-AC-10002001,Logitech Wireless Gaming Headset G930,Technology,Accessories,15,2088.874,503.9685,0,4,2.0,5.0,0.4,0.7285705210844996,A,X
TEC-PH-10002584,Samsung Galaxy S4,Technology,Phones,8,4050.336,500.792,0,3,1.1547005383792515,2.6666666666666665,0.4330127018922193,0.7314394970952113,A,X
OFF-AP-10002118,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Office Supplies,Appliances,11,2216.864,493.3392,0,4,1.707825127659933,2.75,0.6210273191490665,0.7342657769278438,A,Y
FUR-CH-10000785,Global Ergonomic Managers Chair,Furniture,Chairs,32,4933.872,492.2656,0,8,2.5071326821120348,4.571428571428571,0.5484352742120077,0.7370859062376143,A,Y
FUR-CH-10001394,Global Leather Executive Chair,Furniture,Chairs,12,3439.702,491.38599999999997,0,4,2.160246899469287,3.0,0.7200822998230957,0.7399009964267539,A,Y
FUR-CH-10001854,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Furniture,Chairs,10,3193.82,491.37200000000007,0,4,1.7320508075688772,2.5,0.6928203230275509,0.7427160064116087,A,Y
FUR-FU-10004864,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",Furniture,Furnishings,43,2117.084,490.1475,1,12,5.3967582862307255,5.375,1.004048053252228,0.74552400138599,A,Z
TEC-AC-10001908,Logitech Wireless Headset h800,Technology,Accessories,22,1966.808,489.951,0,4,5.916079783099617,5.5,1.0756508696544758,0.7483308706359464,A,Z
TEC-PH-10001760,Bose SoundLink Bluetooth Speaker,Technology,Phones,9,1442.8,483.57,0,3,0.0,3.0,0.0,0.7511011839187062,A,X
OFF-AP-10000938,Avanti 1.7 Cu. Ft. Refrigerator,Office Supplies,Appliances,24,2290.56,476.6256,0,4,2.70801280154532,6.0,0.45133546692422,0.7538317135846974,A,X
TEC-PH-10002447,AT&T CL83451 4-Handset Telephone,Technology,Phones,10,1978.306,473.777,0,4,1.7320508075688772,2.5,0.6928203230275509,0.7565459239703004,A,Y
TEC-PH-10000895,Polycom VVX 310 VoIP phone,Technology,Phones,16,2612.856,460.7744,0,3,2.5166114784235836,5.333333333333333,0.4718646522044219,0.7591856440535887,A,X
OFF-AP-10000275,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",Office Supplies,Appliances,5,1666.7,459.396,0,1,,5.0,9.0,0.7618174674521592,A,Z
TEC-PH-10003645,Aastra 57i VoIP phone,Technology,Phones,17,2551.794,455.74019999999996,1,4,3.2015621187164247,4.25,0.7533087338156293,0.7644283472204401,A,Y
OFF-ST-10004340,"Fellowes Mobile File Cart, Black",Office Supplies,Storage,38,2507.3,451.4268,0,8,3.101458950082625,5.428571428571429,0.5713213855415362,0.7670145160486008,A,Y
OFF-PA-10004359,Multicolor Computer Printout Paper,Office Supplies,Paper,11,1140.5,448.75800000000004,0,3,1.1547005383792517,3.6666666666666665,0.31491832864888686,0.7695853956485444,A,X
OFF-PA-10001033,Xerox 1893,Office Supplies,Paper,26,1440.958,448.43059999999997,0,8,2.3754698783308417,3.25,0.730913808717182,0.7721543996140012,A,Y
FUR-TA-10004619,Hon Non-Folding Utility Tables,Furniture,Tables,19,2564.891,446.068,0,3,1.1547005383792517,6.333333333333333,0.18232113763882923,0.774709868533525,A,X
TEC-PH-10003601,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",Technology,Phones,9,1726.91,445.47300000000007,0,3,2.0,3.0,0.6666666666666666,0.7772619287709485,A,Y
TEC-PH-10003072,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,Technology,Phones,13,1057.904,445.4703,0,3,2.3094010767585034,4.333333333333333,0.5329387100211931,0.7798139735404026,A,Y
TEC-AC-10004469,Microsoft Sculpt Comfort Mouse,Technology,Accessories,31,1609.58,441.048,1,7,1.9023794624226837,4.428571428571429,0.42956955603092856,0.7823406834949793,A,X
FUR-CH-10000665,"Global Airflow Leather Mesh Back Chair, Black",Furniture,Chairs,25,3243.9919999999997,437.842,0,7,1.2724180205607036,3.5714285714285716,0.356277045756997,0.7848490266683568,A,X
OFF-BI-10001718,GBC DocuBind P50 Personal Binding Machine,Office Supplies,Binders,32,1904.326,431.2252,0,6,4.219004621945797,6.4,0.6592194721790308,0.7873194630052278,A,Y
TEC-AC-10000420,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,Technology,Accessories,21,1399.8,429.7386,0,4,2.0615528128088303,5.25,0.392676726249301,0.7897813827928379,A,X
TEC-AC-10003610,Logitech Illuminated - Keyboard,Technology,Accessories,17,1323.84,429.52840000000003,1,5,1.1401754250991378,3.4,0.33534571326445234,0.7922420983704018,A,X
OFF-AP-10002518,Kensington 7 Outlet MasterPiece Power Center,Office Supplies,Appliances,11,1829.3959999999997,425.3722,0,2,2.1213203435596424,5.5,0.385694607919935,0.7946790035873855,A,X
OFF-PA-10000675,Xerox 1919,Office Supplies,Paper,24,1020.374,424.6564,1,5,1.4832396974191326,4.8,0.30900827029565264,0.7971118080738694,A,X
TEC-PH-10002310,Panasonic KX T7731-B Digital phone,Technology,Phones,10,1825.7060000000001,424.05899999999997,0,4,1.9148542155126762,2.5,0.7659416862050705,0.799541190128947,A,Y
TEC-PH-10003012,Nortel Meridian M3904 Professional Digital phone,Technology,Phones,19,2580.638,417.3129,0,5,1.9235384061671346,3.8,0.5061943174124038,0.80193192460366,B,Y
TEC-PH-10004094,Motorola L703CM,Technology,Phones,25,2911.186,413.37350000000004,0,4,2.217355782608345,6.25,0.3547769252173352,0.8043000907384303,B,X
TEC-AC-10001432,Enermax Aurora Lite Keyboard,Technology,Accessories,12,974.8,412.632,0,3,2.6457513110645907,4.0,0.6614378277661477,0.8066640089105497,B,Y
TEC-PH-10001944,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,Technology,Phones,10,1467.31,408.65999999999997,0,4,2.516611478423583,3.3333333333333335,0.7549834435270749,0.8090051719813205,B,Y
OFF-ST-10000078,Tennsco 6- and 18-Compartment Lockers,Office Supplies,Storage,13,3280.074,408.3618,0,4,2.217355782608345,3.25,0.6822633177256446,0.811344626700827,B,Y
TEC-AC-10002842,WD My Passport Ultra 2TB Portable External Hard Drive,Technology,Accessories,30,3548.4,404.6,0,6,3.3166247903554,6.0,0.5527707983925666,0.813662530529031,B,Y
TEC-AC-10003095,Logitech G35 7.1-Channel Surround Sound Headset,Technology,Accessories,9,1180.91,397.7694,0,3,0.0,3.0,0.0,0.8159413026867235,B,X
OFF-AP-10003590,Hoover WindTunnel Plus Canister Vacuum,Office Supplies,Appliances,6,1996.55,392.31,0,2,0.0,3.0,0.0,0.8181887986107045,B,X
TEC-AC-10002926,Logitech Wireless Marathon Mouse M705,Technology,Accessories,22,1137.798,382.9234,1,6,2.886751345948129,5.5,0.524863881081478,0.8203825198533364,B,Y
OFF-AP-10002651,Hoover Upright Vacuum With Dirt Cup,Office Supplies,Appliances,8,2065.71,382.1796,0,2,1.4142135623730951,4.0,0.3535533905932738,0.8225719799568992,B,X
TEC-AC-10003911,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,Technology,Accessories,7,1144.93,380.77619999999996,0,3,1.1547005383792517,2.3333333333333335,0.49487165930539356,0.8247534001538072,B,X
OFF-PA-10001497,Xerox 1914,Office Supplies,Paper,16,863.4000000000001,375.92639999999994,0,4,1.4142135623730951,4.0,0.3535533905932738,0.8269070364407152,B,X
OFF-PA-10001289,White Computer Printout Paper by Universal,Office Supplies,Paper,25,901.2239999999999,374.034,1,4,2.5,6.25,0.4,0.829049831399881,B,X
TEC-PH-10003691,BlackBerry Q10,Technology,Phones,15,1807.058,371.6705,0,3,1.7320508075688772,5.0,0.34641016151377546,0.831179086157124,B,X
TEC-PH-10001557,Pyle PMP37LED,Technology,Phones,21,1996.008,371.48130000000003,0,6,2.073644135332772,3.5,0.5924697529522206,0.8333072570107478,B,Y
FUR-CH-10002602,DMI Arturo Collection Mission-style Design Wood Chair,Furniture,Chairs,21,2405.64,371.4108,0,6,5.188127472091128,5.25,0.9882147565887862,0.8354350239785094,B,Y
OFF-PA-10001878,Xerox 1891,Office Supplies,Paper,19,949.816,368.2923,0,4,2.0615528128088303,4.75,0.43401111848606955,0.8375449254418512,B,X
TEC-AC-10003174,Plantronics S12 Corded Telephone Headset System,Technology,Accessories,14,1353.922,366.48600000000005,1,4,1.0,3.5,0.2857142857142857,0.8396444788338018,B,X
OFF-BI-10000632,Satellite Sectional Post Binders,Office Supplies,Binders,32,1689.6370000000002,365.5122,1,8,3.8234863173611098,4.571428571428571,0.8363876319227428,0.8417384534448628,B,Y
TEC-PH-10002660,Nortel Networks T7316 E Nt8 B27,Technology,Phones,27,1894.5439999999999,363.74649999999997,0,5,4.272001872658765,6.75,0.6328891663198171,0.8438223125769582,B,Y
TEC-PH-10004586,Wilson SignalBoost 841262 DB PRO Amplifier Kit,Technology,Phones,8,2458.67,359.95,0,3,0.5773502691896258,2.6666666666666665,0.2165063509461097,0.8458844220257028,B,X
FUR-FU-10004665,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Furniture,Furnishings,10,1445.8,356.148,0,3,2.3094010767585034,3.3333333333333335,0.692820323027551,0.8479247502822702,B,Y
OFF-EN-10003001,Ames Color-File Green Diamond Border X-ray Mailers,Office Supplies,Envelopes,9,782.82,355.23539999999997,0,3,1.7320508075688772,3.0,0.5773502691896257,0.8499598503652499,B,Y
OFF-PA-10004071,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Office Supplies,Paper,15,903.816,355.072,0,6,1.5811388300841898,3.0,0.5270462766947299,0.8519940143496494,B,Y
FUR-CH-10002073,Hon Olson Stacker Chairs,Furniture,Chairs,6,1519.768,354.80519999999996,0,2,1.4142135623730951,3.0,0.47140452079103173,0.8540266498695375,B,X
FUR-TA-10003392,Global Adaptabilities Conference Tables,Furniture,Tables,14,3540.348,354.0348,0,4,2.309401076758503,4.666666666666667,0.49487165930539345,0.8560548718622152,B,X
OFF-ST-10003816,Fellowes High-Stak Drawer Files,Office Supplies,Storage,13,2159.2799999999997,350.61809999999997,0,4,1.5,3.25,0.46153846153846156,0.8580635199992088,B,X
OFF-ST-10001932,Fellowes Staxonsteel Drawer Files,Office Supplies,Storage,20,3734.23,347.70599999999996,0,5,1.0,4.0,0.25,0.8600554850720944,B,X
TEC-AC-10004571,Logitech G700s Rechargeable Gaming Mouse,Technology,Accessories,12,1198.8960000000002,343.9656,0,6,1.6733200530681511,2.4,0.6972166887783964,0.8620260218516557,B,Y
