product_id,product_name,sub_category,units,revenue,profit,returns_rate_pct,risk_flag,stock_action
OFF-SU-10000646,Premier Automatic Letter Opener,Supplies,12,2411.626,-442.2808,0.0,LOSS-MAKING;,MINIMISE STOCK
FUR-FU-10001468,Tenex Antistatic Computer Chair Mats,Furnishings,5,353.96,-427.45,0.0,OBSOLETE-RISK;LOSS-MAKING;,REVIEW / PHASE-OUT
OFF-AP-10002534,3.6 Cubic Foot Counter Height Office Refrigerator,Appliances,15,2860.428,-412.46799999999996,0.0,LOSS-MAKING;,MINIMISE STOCK
FUR-CH-10000229,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,Chairs,8,1608.7820000000002,-395.6308,0.0,LOSS-MAKING;,MINIMISE STOCK
FUR-TA-10003008,"Lesro Round Back Collection Coffee Table, End Table",Tables,8,1209.24,-394.308,0.0,LOSS-MAKING;,MINIMISE STOCK
FUR-TA-10002530,"Iceberg OfficeWorks 42"" Round Tables",Tables,24,2719.542,-377.44999999999993,0.0,LOSS-MAKING;,MINIMISE STOCK
TEC-PH-10002645,LG G2,Phones,5,1499.97,-374.9925,0.0,OBSOLETE-RISK;LOSS-MAKING;,REVIEW / PHASE-OUT
FUR-CH-10003774,"Global Wood Trimmed Manager's Task Chair, Khaki",Chairs,40,3043.0860000000002,-373.01800000000003,9.090909090909092,LOSS-MAKING;,MINIMISE STOCK
OFF-BI-10000778,GBC VeloBinder Electric Binding Machine,Binders,13,474.43,-362.94,0.0,LOSS-MAKING;,MINIMISE STOCK
FUR-TA-10000577,Bretford CR4500 Series Slim Rectangular Table,Tables,13,2465.89,-351.6921,0.0,LOSS-MAKING;,MINIMISE STOCK
FUR-TA-10001768,Hon Racetrack Conference Tables,Tables,8,1360.55,-346.5132,0.0,LOSS-MAKING;,MINIMISE STOCK
FUR-FU-10003601,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Furnishings,26,1754.248,-343.0956,0.0,LOSS-MAKING;,MINIMISE STOCK
FUR-FU-10002298,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Furnishings,15,970.4079999999999,-332.94,0.0,LOSS-MAKING;,MINIMISE STOCK
OFF-ST-10002574,"SAFCO Commercial Wire Shelving, Black",Storage,16,1940.704,-331.536,0.0,LOSS-MAKING;,MINIMISE STOCK
FUR-TA-10002228,"Bevis Traditional Conference Table Top, Plinth Base",Tables,6,1348.44,-326.6928,0.0,LOSS-MAKING;,MINIMISE STOCK
OFF-AP-10000390,Euro Pro Shark Stick Mini Vacuum,Appliances,11,378.74399999999997,-325.6332,0.0,LOSS-MAKING;,MINIMISE STOCK
OFF-BI-10004632,GBC Binding covers,Binders,29,4231.905,-320.9535,22.22222222222222,HIGH-RETURN;LOSS-MAKING;,MINIMISE STOCK
TEC-MA-10000904,"Brother MFC-9340CDW LED All-In-One Printer, Copier Scanner",Machines,3,341.991,-319.1916,0.0,OBSOLETE-RISK;,REVIEW / PHASE-OUT
FUR-CH-10003298,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",Chairs,21,2299.464,-302.56379999999996,0.0,LOSS-MAKING;,MINIMISE STOCK
FUR-TA-10001086,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",Tables,15,1463.308,-288.781,33.33333333333333,HIGH-RETURN;LOSS-MAKING;,MINIMISE STOCK
FUR-TA-10002041,"Bevis Round Conference Table Top, X-Base",Tables,11,1354.1779999999999,-285.0711,0.0,LOSS-MAKING;,MINIMISE STOCK
FUR-TA-10001039,KI Adjustable-Height Table,Tables,26,1492.381,-282.8742,0.0,LOSS-MAKING;,MINIMISE STOCK
FUR-TA-10002356,Bevis Boat-Shaped Conference Table,Tables,9,1613.238,-272.5944,0.0,LOSS-MAKING;,MINIMISE STOCK
TEC-MA-10001856,Okidata C610n Printer,Machines,2,665.0,-272.58,0.0,DEAD-STOCK;OBSOLETE-RISK;,REVIEW / PHASE-OUT
FUR-TA-10002903,"Bevis Round Bullnose 29"" High Table Top",Tables,7,692.753,-264.9042,50.0,HIGH-RETURN;OBSOLETE-RISK;LOSS-MAKING;,REVIEW / PHASE-OUT
OFF-ST-10002743,SAFCO Boltless Steel Shelving,Storage,33,3526.656,-257.9628,16.666666666666664,HIGH-RETURN;LOSS-MAKING;,MINIMISE STOCK
OFF-BI-10004224,Catalog Binders with Expanding Posts,Binders,16,483.4,-255.66400000000002,25.0,HIGH-RETURN;LOSS-MAKING;,MINIMISE STOCK
TEC-MA-10003337,Okidata B401 Printer,Machines,3,179.991,-251.9874,0.0,OBSOLETE-RISK;,REVIEW / PHASE-OUT
FUR-CH-10002880,"Global High-Back Leather Tilter, Burgundy",Chairs,27,2529.78,-249.66969999999998,0.0,LOSS-MAKING;,MINIMISE STOCK
FUR-BO-10004357,O'Sullivan Living Dimensions 3-Shelf Bookcases,Bookcases,3,301.47,-241.176,0.0,OBSOLETE-RISK;,REVIEW / PHASE-OUT
FUR-TA-10000849,Bevis Rectangular Conference Tables,Tables,6,523.332,-239.40720000000002,0.0,LOSS-MAKING;,MINIMISE STOCK
OFF-BI-10002429,"Premier Elliptical Ring Binder, Black",Binders,28,471.08,-230.1264,0.0,LOSS-MAKING;,MINIMISE STOCK
FUR-CH-10000513,High-Back Leather Manager's Chair,Chairs,15,1623.8809999999999,-227.4825,0.0,LOSS-MAKING;,MINIMISE STOCK
FUR-TA-10002607,KI Conference Tables,Tables,15,729.4549999999999,-219.75900000000001,0.0,LOSS-MAKING;,MINIMISE STOCK
TEC-PH-10000038,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,Phones,10,1175.8400000000001,-219.168,0.0,LOSS-MAKING;,MINIMISE STOCK
FUR-CH-10001973,Office Star Flex Back Scooter Chair with White Frame,Chairs,16,1395.564,-217.5208,0.0,LOSS-MAKING;,MINIMISE STOCK
FUR-TA-10003715,Hon 2111 Invitation Series Corner Table,Tables,3,376.866,-213.5574,0.0,OBSOLETE-RISK;,REVIEW / PHASE-OUT
FUR-TA-10002774,Laminate Occasional Tables,Tables,15,1726.256,-192.6625,0.0,LOSS-MAKING;,MINIMISE STOCK
FUR-BO-10001567,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",Bookcases,3,90.882,-190.8522,0.0,OBSOLETE-RISK;,REVIEW / PHASE-OUT
FUR-TA-10004442,Riverside Furniture Stanwyck Manor Table Series,Tables,2,372.22,-189.321,0.0,DEAD-STOCK;OBSOLETE-RISK;,REVIEW / PHASE-OUT
FUR-CH-10001482,Office Star - Mesh Screen back chair with Vinyl seat,Chairs,10,1074.35,-183.372,0.0,LOSS-MAKING;,MINIMISE STOCK
OFF-AP-10004233,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,Appliances,9,299.20799999999997,-177.22320000000002,0.0,LOSS-MAKING;,MINIMISE STOCK
FUR-BO-10004834,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Bookcases,6,3906.9316,-176.19600000000003,0.0,LOSS-MAKING;,MINIMISE STOCK
OFF-ST-10004459,Tennsco Single-Tier Lockers,Storage,15,5719.692,-168.90299999999996,0.0,LOSS-MAKING;,MINIMISE STOCK
TEC-MA-10001681,Lexmark MarkNet N8150 Wireless Print Server,Machines,2,264.17,-168.819,0.0,DEAD-STOCK;OBSOLETE-RISK;,REVIEW / PHASE-OUT
FUR-FU-10002116,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",Furnishings,9,447.26,-167.5827,0.0,LOSS-MAKING;,MINIMISE STOCK
TEC-MA-10003589,Cisco 8961 IP Phone Charcoal,Machines,3,224.937,-164.9538,0.0,OBSOLETE-RISK;,REVIEW / PHASE-OUT
FUR-BO-10003546,Hon 4-Shelf Metal Bookcases,Bookcases,16,1137.192,-161.56800000000004,0.0,LOSS-MAKING;,MINIMISE STOCK
FUR-TA-10001095,Chromcraft Round Conference Tables,Tables,59,8080.053,-158.60389999999998,0.0,LOSS-MAKING;,MINIMISE STOCK
FUR-BO-10000468,O'Sullivan 2-Shelf Heavy-Duty Bookcases,Bookcases,13,722.066,-156.42759999999998,0.0,LOSS-MAKING;,MINIMISE STOCK
FUR-TA-10002622,"Bush Andora Conference Table, Maple/Graphite Gray Finish",Tables,10,1204.664,-153.882,0.0,LOSS-MAKING;,MINIMISE STOCK
FUR-CH-10000225,"Global Geo Office Task Chair, Gray",Chairs,14,1232.172,-153.862,0.0,LOSS-MAKING;,MINIMISE STOCK
FUR-CH-10004860,Global Low Back Tilter Chair,Chairs,15,1353.348,-151.47,20.0,HIGH-RETURN;LOSS-MAKING;,MINIMISE STOCK
FUR-CH-10001190,Global Deluxe High-Back Office Chair in Storm,Chairs,10,1112.92,-149.589,33.33333333333333,HIGH-RETURN;LOSS-MAKING;,MINIMISE STOCK
FUR-BO-10003893,Sauder Camden County Collection Library,Bookcases,10,81.864,-137.976,0.0,OBSOLETE-RISK;LOSS-MAKING;,REVIEW / PHASE-OUT
FUR-BO-10001601,"Sauder Mission Library with Doors, Fruitwood Finish",Bookcases,8,782.5311999999999,-136.2192,0.0,OBSOLETE-RISK;LOSS-MAKING;,REVIEW / PHASE-OUT
OFF-AP-10001947,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,Appliances,27,764.1759999999999,-135.01839999999999,0.0,LOSS-MAKING;,MINIMISE STOCK
FUR-FU-10003773,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,Furnishings,12,715.68,-133.5936,0.0,LOSS-MAKING;,MINIMISE STOCK
FUR-TA-10004607,Hon 2111 Invitation Series Straight Table,Tables,10,1138.376,-133.047,33.33333333333333,HIGH-RETURN;LOSS-MAKING;,MINIMISE STOCK
OFF-ST-10003656,Safco Industrial Wire Shelving,Storage,8,695.336,-130.5464,0.0,LOSS-MAKING;,MINIMISE STOCK
FUR-CH-10003396,Global Deluxe Steno Chair,Chairs,21,1425.66,-130.0962,0.0,LOSS-MAKING;,MINIMISE STOCK
TEC-AC-10002637,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),Accessories,8,1223.932,-129.59279999999998,0.0,LOSS-MAKING;,MINIMISE STOCK
OFF-ST-10001418,Carina Media Storage Towers in Natural & Black,Storage,15,885.348,-128.058,0.0,LOSS-MAKING;,MINIMISE STOCK
FUR-TA-10001676,Hon 61000 Series Interactive Training Tables,Tables,19,819.261,-127.9584,14.285714285714285,LOSS-MAKING;,MINIMISE STOCK
FUR-TA-10003569,Bretford CR8500 Series Meeting Room Furniture,Tables,12,3488.526,-120.29400000000001,0.0,LOSS-MAKING;,MINIMISE STOCK
OFF-AP-10000055,Belkin F9S820V06 8 Outlet Surge,Appliances,17,480.33599999999996,-120.17599999999999,0.0,LOSS-MAKING;,MINIMISE STOCK
TEC-PH-10004667,Cisco 8x8 Inc. 6753i IP Business Phone System,Phones,13,1179.914,-120.1411,50.0,HIGH-RETURN;LOSS-MAKING;,MINIMISE STOCK
FUR-BO-10000112,"Bush Birmingham Collection Bookcase, Dark Cherry",Bookcases,9,843.174,-117.882,0.0,OBSOLETE-RISK;LOSS-MAKING;,REVIEW / PHASE-OUT
FUR-CH-10004289,Global Super Steno Chair,Chairs,17,1298.142,-116.1358,0.0,LOSS-MAKING;,MINIMISE STOCK
TEC-PH-10003963,GE 2-Jack Phone Line Splitter,Phones,4,494.376,-115.3544,0.0,OBSOLETE-RISK;,REVIEW / PHASE-OUT
TEC-MA-10004002,Zebra GX420t Direct Thermal/Thermal Transfer Printer,Machines,1,265.475,-111.4995,0.0,DEAD-STOCK;OBSOLETE-RISK;,REVIEW / PHASE-OUT
OFF-AP-10002867,Fellowes Command Center 5-outlet power strip,Appliances,9,410.20000000000005,-106.50880000000001,33.33333333333333,HIGH-RETURN;LOSS-MAKING;,MINIMISE STOCK
FUR-TA-10002855,Bevis Round Conference Table Top & Single Column Base,Tables,8,856.5040000000001,-105.3648,0.0,LOSS-MAKING;,MINIMISE STOCK
FUR-BO-10003965,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,Bookcases,7,1119.586,-95.9194,0.0,LOSS-MAKING;,MINIMISE STOCK
FUR-TA-10001705,Bush Advantage Collection Round Conference Table,Tables,5,816.1,-95.67,50.0,HIGH-RETURN;LOSS-MAKING;,MINIMISE STOCK
OFF-ST-10002344,"Carina 42""Hx23 3/4""W Media Storage Unit",Storage,11,827.408,-95.5564,0.0,LOSS-MAKING;,MINIMISE STOCK
OFF-ST-10002554,Tennsco Industrial Shelving,Storage,15,1251.048,-92.929,0.0,LOSS-MAKING;,MINIMISE STOCK
FUR-BO-10004409,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",Bookcases,10,418.782,-92.274,0.0,LOSS-MAKING;,MINIMISE STOCK
FUR-BO-10004360,Rush Hierlooms Collection Rich Wood Bookcases,Bookcases,3,364.3992,-91.7586,0.0,OBSOLETE-RISK;,REVIEW / PHASE-OUT
FUR-CH-10000863,Novimex Swivel Fabric Task Chair,Chairs,10,1300.134,-90.58800000000001,25.0,HIGH-RETURN;LOSS-MAKING;,MINIMISE STOCK
OFF-BI-10003684,Wilson Jones Legal Size Ring Binders,Binders,21,1098.7359999999999,-90.15899999999999,25.0,HIGH-RETURN;LOSS-MAKING;,MINIMISE STOCK
OFF-BI-10001575,GBC Linen Binding Covers,Binders,10,151.254,-89.842,0.0,LOSS-MAKING;,MINIMISE STOCK
TEC-PH-10003555,Motorola HK250 Universal Bluetooth Headset,Phones,39,1238.454,-83.2238,12.5,LOSS-MAKING;,MINIMISE STOCK
OFF-ST-10002790,Safco Industrial Shelving,Storage,11,987.96,-79.01950000000001,0.0,LOSS-MAKING;,MINIMISE STOCK
FUR-FU-10003919,Eldon Executive Woodline II Cherry Finish Desk Accessories,Furnishings,6,2145.136,-78.5088,0.0,LOSS-MAKING;,MINIMISE STOCK
FUR-FU-10000723,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Furnishings,19,786.328,-78.09479999999999,0.0,LOSS-MAKING;,MINIMISE STOCK
FUR-FU-10003394,"Tenex ""The Solids"" Textured Chair Mats",Furnishings,22,1290.312,-74.1576,20.0,HIGH-RETURN;LOSS-MAKING;,MINIMISE STOCK
FUR-TA-10001857,Balt Solid Wood Rectangular Table,Tables,5,427.86199999999997,-73.843,0.0,LOSS-MAKING;,MINIMISE STOCK
OFF-ST-10004123,Safco Industrial Wire Shelving System,Storage,15,1705.916,-72.784,0.0,LOSS-MAKING;,MINIMISE STOCK
FUR-TA-10004152,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",Tables,8,534.16,-72.576,33.33333333333333,HIGH-RETURN;LOSS-MAKING;,MINIMISE STOCK
FUR-BO-10003034,"O'Sullivan Elevations Bookcase, Cherry Finish",Bookcases,15,1661.309,-72.039,0.0,LOSS-MAKING;,MINIMISE STOCK
FUR-FU-10004622,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,Furnishings,8,328.0,-71.544,50.0,HIGH-RETURN;LOSS-MAKING;,MINIMISE STOCK
FUR-CH-10002044,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Chairs,4,437.136,-68.1096,0.0,OBSOLETE-RISK;,REVIEW / PHASE-OUT
OFF-ST-10001713,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",Storage,8,339.136,-67.8272,0.0,LOSS-MAKING;,MINIMISE STOCK
FUR-TA-10004915,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",Tables,23,5705.816,-66.82720000000003,0.0,LOSS-MAKING;,MINIMISE STOCK
FUR-CH-10003956,Novimex High-Tech Fabric Mesh Task Chair,Chairs,7,469.48800000000006,-64.5918,0.0,LOSS-MAKING;,MINIMISE STOCK
TEC-PH-10003800,i.Sound Portable Power - 8000 mAh,Phones,7,428.34200000000004,-59.878699999999995,0.0,LOSS-MAKING;,MINIMISE STOCK
TEC-AC-10004855,V7 USB Numeric Keypad,Accessories,16,534.8679999999999,-58.7832,25.0,HIGH-RETURN;LOSS-MAKING;,MINIMISE STOCK
OFF-BI-10002931,"Avery Trapezoid Extra Heavy Duty 4"" Binders",Binders,7,103.074,-58.716,0.0,OBSOLETE-RISK;LOSS-MAKING;,REVIEW / PHASE-OUT
OFF-BI-10003166,GBC Plasticlear Binding Covers,Binders,19,369.104,-58.3184,20.0,HIGH-RETURN;LOSS-MAKING;,MINIMISE STOCK
FUR-CH-10001545,Hon Comfortask Task/Swivel Chairs,Chairs,15,1405.1580000000001,-56.99,0.0,LOSS-MAKING;,MINIMISE STOCK
FUR-BO-10001798,Bush Somerset Collection Bookcase,Bookcases,12,1319.9569999999999,-56.3214,0.0,LOSS-MAKING;,MINIMISE STOCK
OFF-ST-10000676,Fellowes Econo/Stor Drawers,Storage,7,581.58,-56.2194,0.0,LOSS-MAKING;,MINIMISE STOCK
OFF-AP-10000240,Belkin F9G930V10-GRY 9 Outlet Surge,Appliances,2,123.392,-54.5496,0.0,DEAD-STOCK;OBSOLETE-RISK;,REVIEW / PHASE-OUT
OFF-ST-10001370,Sensible Storage WireTech Storage Systems,Storage,29,2041.264,-53.23499999999999,16.666666666666664,HIGH-RETURN;LOSS-MAKING;,MINIMISE STOCK
OFF-ST-10004804,"Belkin 19"" Vented Equipment Shelf, Black",Storage,18,933.864,-52.5096,0.0,LOSS-MAKING;,MINIMISE STOCK
OFF-ST-10001522,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",Storage,16,1841.452,-51.5144,0.0,LOSS-MAKING;,MINIMISE STOCK
OFF-ST-10002756,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",Storage,22,3060.634,-51.4178,20.0,HIGH-RETURN;LOSS-MAKING;,MINIMISE STOCK
OFF-BI-10002854,"Performers Binder/Pad Holder, Black",Binders,20,445.846,-50.45400000000001,0.0,LOSS-MAKING;,MINIMISE STOCK
TEC-PH-10000127,iOttie XL Car Mount,Phones,14,356.88800000000003,-50.3748,0.0,LOSS-MAKING;,MINIMISE STOCK
TEC-PH-10000141,Clearsounds A400,Phones,11,511.326,-48.8326,0.0,LOSS-MAKING;,MINIMISE STOCK
OFF-ST-10000736,Carina Double Wide Media Storage Towers in Natural & Black,Storage,15,1555.524,-48.588,0.0,LOSS-MAKING;,MINIMISE STOCK
FUR-CH-10003535,"Global Armless Task Chair, Royal Blue",Chairs,13,633.8,-48.1742,0.0,LOSS-MAKING;,MINIMISE STOCK
FUR-TA-10001539,Chromcraft Rectangular Conference Tables,Tables,10,1857.578,-47.394,20.0,HIGH-RETURN;LOSS-MAKING;,MINIMISE STOCK
FUR-TA-10003748,Bevis 36 x 72 Conference Tables,Tables,21,2069.84,-47.3062,0.0,LOSS-MAKING;,MINIMISE STOCK
FUR-BO-10002268,Sauder Barrister Bookcases,Bookcases,10,657.9696,-46.9684,50.0,HIGH-RETURN;LOSS-MAKING;,MINIMISE STOCK
OFF-ST-10001809,Fellowes Officeware Wire Shelving,Storage,24,2223.09,-46.7116,0.0,LOSS-MAKING;,MINIMISE STOCK
OFF-ST-10002301,Tennsco Commercial Shelving,Storage,17,717.964,-45.3582,0.0,LOSS-MAKING;,MINIMISE STOCK
FUR-CH-10000309,Global Comet Stacking Arm Chair,Chairs,10,3153.5739999999996,-42.251000000000005,0.0,LOSS-MAKING;,MINIMISE STOCK
FUR-CH-10001714,"Global Leather & Oak Executive Chair, Burgundy",Chairs,9,1261.12,-42.249199999999995,0.0,LOSS-MAKING;,MINIMISE STOCK
OFF-BI-10003694,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",Binders,19,238.81599999999997,-40.2984,0.0,LOSS-MAKING;,MINIMISE STOCK
OFF-ST-10003994,"Belkin 19"" Center-Weighted Shelf, Gray",Storage,7,378.88,-38.337,0.0,LOSS-MAKING;,MINIMISE STOCK
FUR-BO-10004709,"Bush Westfield Collection Bookcases, Medium Cherry Finish",Bookcases,24,1270.5837999999999,-37.250600000000006,14.285714285714285,LOSS-MAKING;,MINIMISE STOCK
OFF-BI-10001072,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",Binders,8,132.32,-35.1712,0.0,LOSS-MAKING;,MINIMISE STOCK
FUR-FU-10003247,36X48 HARDFLOOR CHAIRMAT,Furnishings,19,557.68,-35.0366,0.0,LOSS-MAKING;,MINIMISE STOCK
FUR-CH-10002126,Hon Deluxe Fabric Upholstered Stacking Chairs,Chairs,12,2119.83,-34.1572,0.0,LOSS-MAKING;,MINIMISE STOCK
TEC-AC-10001314,Case Logic 2.4GHz Wireless Keyboard,Accessories,14,627.8779999999999,-33.9932,0.0,LOSS-MAKING;,MINIMISE STOCK
FUR-TA-10003238,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",Tables,6,2644.704,-33.05879999999996,0.0,LOSS-MAKING;,MINIMISE STOCK
OFF-ST-10000934,"Contico 72""H Heavy-Duty Storage System",Storage,6,236.096,-32.784,0.0,LOSS-MAKING;,MINIMISE STOCK
FUR-BO-10003433,Sauder Cornerstone Collection Library,Bookcases,8,210.272,-32.2192,0.0,OBSOLETE-RISK;LOSS-MAKING;,REVIEW / PHASE-OUT
TEC-PH-10003187,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,Phones,6,181.956,-31.984,0.0,LOSS-MAKING;,MINIMISE STOCK
OFF-AP-10004708,Fellowes Superior 10 Outlet Split Surge Protector,Appliances,13,599.704,-31.589799999999997,0.0,LOSS-MAKING;,MINIMISE STOCK
OFF-BI-10002799,"SlimView Poly Binder, 3/8""",Binders,19,316.756,-31.390800000000002,0.0,LOSS-MAKING;,MINIMISE STOCK
OFF-ST-10003479,"Eldon Base for stackable storage shelf, platinum",Storage,12,412.764,-31.152,0.0,LOSS-MAKING;,MINIMISE STOCK
TEC-PH-10004833,Macally Suction Cup Mount,Phones,13,202.28000000000003,-31.07,0.0,LOSS-MAKING;,MINIMISE STOCK
FUR-CH-10003833,Novimex Fabric Task Chair,Chairs,22,1200.836,-30.49,0.0,LOSS-MAKING;,MINIMISE STOCK
OFF-BI-10000309,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",Binders,20,349.804,-30.44,0.0,LOSS-MAKING;,MINIMISE STOCK
FUR-FU-10004904,"Eldon ""L"" Workstation Diamond Chairmat",Furnishings,5,303.92,-30.392,0.0,OBSOLETE-RISK;LOSS-MAKING;,REVIEW / PHASE-OUT
OFF-BI-10000773,Insertable Tab Post Binder Dividers,Binders,15,250.486,-29.273,0.0,LOSS-MAKING;,MINIMISE STOCK
FUR-TA-10004575,Hon 5100 Series Wood Tables,Tables,20,4828.974,-29.097999999999956,0.0,LOSS-MAKING;,MINIMISE STOCK
FUR-FU-10004909,Contemporary Wood/Metal Frame,Furnishings,12,281.96,-29.088,0.0,LOSS-MAKING;,MINIMISE STOCK
FUR-CH-10000749,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,Chairs,4,629.136,-28.9568,0.0,OBSOLETE-RISK;,REVIEW / PHASE-OUT
OFF-ST-10003641,Space Solutions Industrial Galvanized Steel Shelving.,Storage,2,126.08,-28.368,0.0,DEAD-STOCK;OBSOLETE-RISK;,REVIEW / PHASE-OUT
OFF-ST-10001963,Tennsco Regal Shelving Units,Storage,11,1090.664,-27.380699999999997,0.0,LOSS-MAKING;,MINIMISE STOCK
OFF-BI-10000474,Avery Recycled Flexi-View Covers for Binding Systems,Binders,18,417.43100000000004,-26.6098,0.0,LOSS-MAKING;,MINIMISE STOCK
